2025-07-29 18:48:29,983 |    DEBUG | download_and_convert_image:241 | 이미지 다운로드 + JPG 변환 시도: https://opstaryo.com/upfile/editor/2502/8091_1739603726.2062.gif
2025-07-29 18:48:29,983 |    DEBUG | download_and_convert_image:245 | 시도 1/3: https://opstaryo.com/upfile/editor/2502/8091_1739603726.2062.gif
2025-07-29 18:48:30,221 |    DEBUG | download_and_convert_image:248 | HTTP 응답 코드: 200
2025-07-29 18:48:30,221 |    DEBUG | download_and_convert_image:252 | Content-Type: image/gif
2025-07-29 18:48:30,224 |    DEBUG | download_and_convert_image:272 | 다운로드 완료: 49294 bytes
2025-07-29 18:48:30,224 |    DEBUG | convert_image_to_jpg:187 | 이미지 변환: 형식=GIF, 크기=(800, 250), 모드=P
2025-07-29 18:48:30,225 |    DEBUG | convert_image_to_jpg:191 | 애니메이션 GIF 감지, 첫 번째 프레임 추출
2025-07-29 18:48:30,225 |    DEBUG | convert_image_to_jpg:196 | 색상 모드 변환: P → RGB
2025-07-29 18:48:30,243 |    DEBUG | convert_image_to_jpg:225 | JPG 변환 완료: 49,294B → 45,504B (+7.7%) | 원본 형식: None
2025-07-29 18:48:30,247 |     INFO | download_and_convert_image:325 | ✅ JPG 변환 저장: 하남휴게텔-롤리팝쉬멜_09.jpg (45,504B)
2025-07-29 18:48:30,248 |     INFO |             <module>:610 | 이미지 9 다운로드 + 변환 성공
2025-07-29 18:48:31,343 |  WARNING |             <module>:647 | 출근부 1 부분 실패 - 다운로드: 8개, 오류: 1개
2025-07-29 18:48:31,343 |     INFO |             <module>:538 | [2/220] 출근부 처리 시작: https://opstaryo.com/etc/profile.php?act=working&type=customer&idx=24887
2025-07-29 18:48:31,344 |    DEBUG |             <module>:543 | 새 탭에서 출근부 열기
2025-07-29 18:48:37,140 |    DEBUG |             <module>:560 | 페이지 제목: 수원휴게텔-몰디브-출근부 | 오피스타
2025-07-29 18:48:37,140 |     INFO |             <module>:570 | 가게 이름 추출 완료: 수원휴게텔-몰디브
2025-07-29 18:48:37,141 |    DEBUG |             <module>:578 | 페이지에서 이미지 검색 시작
2025-07-29 18:48:37,141 |    DEBUG | get_images_from_page:401 | 이미지 검색 시작 (최대 대기: 20초)
2025-07-29 18:48:37,162 |    DEBUG | get_images_from_page:410 | 셀렉터 '#profile_body img': 22개 이미지 발견
2025-07-29 18:48:37,191 |    DEBUG | get_images_from_page:420 | 유효한 이미지 1: https://m.badalba.com/img_up/shop_pds/horsehp1/2018/werrwer1534876801.gif...
2025-07-29 18:48:37,215 |    DEBUG | get_images_from_page:420 | 유효한 이미지 2: https://m.badalba.com/img_up/shop_pds/horsehp1/2018/werrwer1534876801.gif...
2025-07-29 18:48:37,231 |    DEBUG | get_images_from_page:420 | 유효한 이미지 3: https://opstaryo.com/upfile/editor/2505/1865_1746184470.1204.gif...
2025-07-29 18:48:37,247 |    DEBUG | get_images_from_page:420 | 유효한 이미지 4: https://opstaryo.com/upfile/editor/2506/1082_1750170576.539.gif...
2025-07-29 18:48:37,262 |    DEBUG | get_images_from_page:420 | 유효한 이미지 5: https://opstaryo.com/upfile/editor/2505/9694_1746181898.7258.gif...
2025-07-29 18:48:37,276 |    DEBUG | get_images_from_page:420 | 유효한 이미지 6: https://opstaryo.com/upfile/editor/2505/6240_1746181910.0706.gif...
2025-07-29 18:48:37,292 |    DEBUG | get_images_from_page:420 | 유효한 이미지 7: https://opstaryo.com/upfile/editor/2505/5066_1746181932.9783.gif...
2025-07-29 18:48:37,306 |    DEBUG | get_images_from_page:420 | 유효한 이미지 8: https://opstaryo.com/upfile/editor/2505/5672_1746182065.9055.gif...
2025-07-29 18:48:37,316 |    DEBUG | get_images_from_page:420 | 유효한 이미지 9: https://opstaryo.com/upfile/editor/2505/3567_1746182076.047.gif...
2025-07-29 18:48:37,326 |    DEBUG | get_images_from_page:420 | 유효한 이미지 10: https://opstaryo.com/upfile/editor/2505/7752_1746182088.051.gif...
2025-07-29 18:48:37,336 |    DEBUG | get_images_from_page:420 | 유효한 이미지 11: https://opstaryo.com/upfile/editor/2505/9975_1746182098.9017.gif...
